,Filename,Scene ID,Total LNP intensity in entire img,Total membrane intensity in entire img,Total nucleus intensity in entire img,LNP intensity in membrane mask,LNP intensity in nucleus mask,LNP intensity in inner membrane mask,LNP intensity in outer membrane mask,LNP intensity in membrane mask per membrane count,LNP intensity in nucleus mask per nucleus count,Frac LNP intensity in membrane mask over total LNP intensity,Frac LNP intensity in nucleus mask over total LNP intensity,Frac LNP intensity in membrane inner mask over LNP intensity in membrane mask,Frac LNP intensity in membrane outer mask over LNP intensity in membrane mask,Membrane count,Nucleus count
106,exp_9_cellonly_np.czi,10,296092,111112719,20522049,118911,56981,103229,15682,7927.4,2035.0357142857144,0.4016015292544209,0.1924435648379557,0.8681198543448462,0.1318801456551538,15,28
107,exp_9_cellonly_np.czi,11,406096,160325111,22603051,156219,71338,131447,24772,7810.95,1928.054054054054,0.3846849020921161,0.1756678223868248,0.8414277392634699,0.1585722607365301,20,37
108,exp_10_LNP_np.czi,0,2075927,52272598,13883261,695152,385860,579726,115426,33102.47619047619,11024.57142857143,0.334863412827137,0.1858735880404272,0.8339557391764679,0.1660442608235321,21,35
109,exp_10_LNP_np.czi,1,1690169,7946635,4846405,77088,47670,64934,12154,38544.0,23835.0,0.04560964021941,0.0282042801636996,0.8423360315483603,0.1576639684516396,2,2
110,exp_10_LNP_np.czi,2,2494414,35160788,13974597,1195241,646856,1042164,153077,59762.05,22305.379310344822,0.4791670508584381,0.259321828694034,0.8719279208126227,0.1280720791873772,20,29
111,exp_10_LNP_np.czi,3,2961729,44039090,27321652,1124423,777245,942804,181619,44976.92,22860.147058823528,0.3796508728516349,0.2624294795371217,0.8384780460734084,0.1615219539265917,25,34
112,exp_10_LNP_np.czi,4,2104069,32938744,23064303,632774,352454,554283,78491,48674.92307692308,18550.21052631579,0.3007382362460546,0.1675106662376566,0.875957292809123,0.124042707190877,13,19
113,exp_10_LNP_np.czi,5,1746749,42732714,24826888,371882,237065,289073,82809,19572.736842105263,11288.809523809525,0.2128995064545621,0.1357178392545237,0.7773245276727564,0.2226754723272435,19,21
114,exp_10_LNP_np.czi,6,2854519,50521848,29610032,1214500,933251,962835,251665,60725.0,37330.04,0.4254657264498852,0.326938093598256,0.7927830382873611,0.2072169617126389,20,25
115,exp_10_LNP_np.czi,7,2356888,65960440,25327426,935823,535910,830248,105575,58488.9375,24359.545454545456,0.397058748655006,0.2273803422139703,0.8871848629495107,0.1128151370504892,16,22
116,exp_10_LNP_np.czi,8,2717156,65766388,26963360,1154389,761863,948894,205495,44399.57692307692,23808.21875,0.424851940779256,0.2803898635190618,0.8219880820070185,0.1780119179929815,26,32
117,exp_10_LNP_np.czi,9,2881560,73673793,20407894,1228318,716697,1074830,153488,72254.0,29862.375,0.4262684101667152,0.2487184025319618,0.8750421307837222,0.1249578692162778,17,24
118,exp_10_LNP_np.czi,10,3034809,106714354,26431210,1335950,800287,1158706,177244,70313.15789473684,27596.103448275862,0.440208922538453,0.263702592156541,0.8673273700363038,0.1326726299636962,19,29
119,exp_10_LNP_np.czi,11,2495349,50708201,16421587,857576,455684,709035,148541,38980.72727272727,16274.42857142857,0.3436697632275085,0.1826133338462876,0.8267896956071532,0.1732103043928468,22,28
120,exp_11_LNP_VTN.czi,0,7231688,32844959,29162688,4921170,3253601,4009178,911992,259008.94736842104,108453.36666666668,0.6805008733783869,0.4499089285931583,0.8146798423952027,0.1853201576047972,19,30
121,exp_11_LNP_VTN.czi,1,6631680,33974452,22648297,4183544,2220034,3363217,820327,321811.07692307694,116843.8947368421,0.6308422601814322,0.334761930611851,0.803915770934882,0.196084229065118,13,19
122,exp_11_LNP_VTN.czi,2,4425920,16290159,13580439,1532924,882997,1120123,412801,102194.93333333332,55187.3125,0.3463514930229195,0.1995058654471838,0.7307100678181044,0.2692899321818955,15,16
123,exp_11_LNP_VTN.czi,3,6649388,29634291,31056112,4192438,2537466,3446318,746120,349369.8333333333,120831.71428571428,0.6304998294579892,0.3816089540872032,0.8220319537223926,0.1779680462776074,12,21
124,exp_11_LNP_VTN.czi,4,4022479,24618574,14613423,825311,793916,594441,230870,91701.22222222222,113416.57142857143,0.2051747193708158,0.1973698308928399,0.7202630281190969,0.2797369718809031,9,7
125,exp_11_LNP_VTN.czi,5,5367007,24079363,20009042,2731645,2174579,1979518,752127,124165.68181818182,90607.45833333331,0.5089698970021839,0.4051753612395139,0.7246615134836335,0.2753384865163665,22,24
126,exp_11_LNP_VTN.czi,6,6900204,37830675,27869901,4554327,2757168,3767661,786666,267901.5882352941,119876.8695652174,0.6600278774366671,0.3995777516143001,0.8272706373521269,0.1727293626478731,17,23
127,exp_11_LNP_VTN.czi,7,5967831,26029551,19703016,3294380,1966952,2525092,769288,299489.0909090909,163912.66666666666,0.552023004672887,0.3295924432176447,0.7664847406795816,0.2335152593204184,11,12
128,exp_11_LNP_VTN.czi,8,6314825,28133990,20005143,3503423,2291671,2641695,861728,159246.5,99637.8695652174,0.554793363236511,0.3629033266955141,0.7540325561600755,0.2459674438399245,22,23
129,exp_11_LNP_VTN.czi,9,7519311,47445626,27417629,4979294,3010792,3957416,1021878,292899.64705882355,115799.69230769233,0.6622008319645244,0.4004079629104315,0.7947745202432313,0.2052254797567687,17,26
130,exp_11_LNP_VTN.czi,10,6800016,45820078,23091901,4006811,2108846,3203321,803490,286200.78571428574,117158.11111111112,0.5892355253281757,0.3101236820619245,0.799468954238171,0.200531045761829,14,18
131,exp_11_LNP_VTN.czi,11,5834455,26336153,16622277,2867574,1940628,2067213,800361,143378.7,88210.36363636363,0.4914896078554038,0.3326151285767051,0.7208926430494906,0.2791073569505093,20,22
132,exp_12_LNP_A2M.czi,0,2808397,57896844,26735065,1320100,780405,1126643,193457,60004.545454545456,21677.916666666668,0.470054625467838,0.277882720997067,0.8534527687296417,0.1465472312703583,22,36
133,exp_12_LNP_A2M.czi,1,2914024,96081475,34700187,1390522,922273,1124716,265806,66215.33333333333,38428.041666666664,0.4771827548434741,0.3164946479507375,0.8088444483438594,0.1911555516561406,21,24
134,exp_12_LNP_A2M.czi,2,2340452,56551632,17437805,618738,310434,490439,128299,34374.333333333336,11939.76923076923,0.2643668829781598,0.1326384817975331,0.7926440593595351,0.2073559406404649,18,26
135,exp_12_LNP_A2M.czi,3,2565274,57416351,26360770,984567,661183,802742,181825,51819.31578947369,25430.115384615383,0.3838057844892982,0.2577436172510227,0.8153249093256223,0.1846750906743776,19,26
136,exp_12_LNP_A2M.czi,4,2683677,56217161,22738291,1020141,571320,832629,187512,56674.5,24840.0,0.3801280854588685,0.2128870203083307,0.816190114895882,0.1838098851041179,18,23
137,exp_12_LNP_A2M.czi,5,2426975,46023270,22145088,877790,517997,706572,171218,39899.545454545456,19185.074074074073,0.3616806930438097,0.2134331832837173,0.8049442349536905,0.1950557650463094,22,27
138,exp_12_LNP_A2M.czi,6,2124133,61736949,33904879,745673,503515,605200,140473,35508.23809523809,16242.41935483871,0.3510481688293529,0.2370449496335681,0.8116158155116251,0.1883841844883749,21,31
139,exp_12_LNP_A2M.czi,7,2476769,93165260,31074797,926404,535727,749591,176813,46320.2,17281.516129032258,0.3740373042459753,0.2163007531182762,0.809140504574678,0.190859495425322,20,31
140,exp_12_LNP_A2M.czi,8,1850518,34174332,23896534,517865,326994,421333,96532,32366.5625,14863.363636363636,0.2798486693995951,0.1767040363833261,0.8135962075058172,0.1864037924941828,16,22
141,exp_12_LNP_A2M.czi,9,2673078,82446914,27306955,1037996,600502,862458,175538,57666.444444444445,26108.782608695652,0.3883148939163017,0.2246481397101019,0.8308875949425624,0.1691124050574376,18,23
142,exp_12_LNP_A2M.czi,10,3246198,127019509,25506617,1301619,643015,1079412,222207,65080.95,20094.21875,0.4009672238107472,0.1980824952760121,0.8292841453605088,0.1707158546394913,20,32
143,exp_12_LNP_A2M.czi,11,2462286,55115498,19975326,863627,511006,737294,126333,57575.13333333333,25550.3,0.3507419528032081,0.2075331622727823,0.8537180982067489,0.146281901793251,15,20
144,exp_13_LNP_CR.czi,0,3087681,47646569,20191133,953379,679778,803292,150087,47668.95,25176.962962962964,0.3087686195562301,0.2201581057110498,0.842573624969713,0.157426375030287,20,27
145,exp_13_LNP_CR.czi,1,3362347,39505073,24361279,994319,784821,746763,247556,58489.35294117647,43601.166666666664,0.2957217086755174,0.2334146356696676,0.751029599152787,0.248970400847213,17,18
146,exp_13_LNP_CR.czi,2,2938252,30749894,18246236,533095,511447,404972,128123,33318.4375,28413.722222222223,0.1814327021644161,0.1740650563668467,0.7596619739446066,0.2403380260553935,16,18
147,exp_13_LNP_CR.czi,3,3230689,53452684,28174289,1213281,715195,1001797,211484,55149.13636363636,27507.5,0.3755486832684916,0.2213753784409455,0.8256924817911102,0.1743075182088898,22,26
148,exp_13_LNP_CR.czi,4,3338863,61053450,30152415,1363604,786176,1131188,232416,75755.77777777778,31447.04,0.4084036991035571,0.2354621917700726,0.8295575548326347,0.1704424451673653,18,25
149,exp_13_LNP_CR.czi,5,3940638,48530975,25392574,1297707,1222142,875492,422215,68300.36842105263,48885.68,0.3293139334290538,0.3101381045404323,0.6746453552304179,0.325354644769582,19,25
150,exp_13_LNP_CR.czi,6,3134996,51486083,37025719,1054905,804566,857470,197435,58605.833333333336,32182.64,0.3364932523039902,0.2566401998599041,0.8128409667221219,0.1871590332778781,18,25
151,exp_13_LNP_CR.czi,7,2633374,97345015,40976437,938517,578734,774293,164224,46925.85,21434.59259259259,0.3563933569633482,0.2197690111621061,0.8250175542904391,0.1749824457095609,20,27
152,exp_13_LNP_CR.czi,8,2406759,27164195,21274793,520208,424709,407252,112956,27379.36842105263,22353.105263157893,0.2161446160583589,0.1764651134575585,0.7828637775658968,0.2171362224341032,19,19
153,exp_13_LNP_CR.czi,9,3743538,63015582,21860324,1256012,1041391,1024793,231219,59810.09523809524,40053.5,0.3355146922510203,0.2781836327025397,0.8159101983102073,0.1840898016897927,21,26
154,exp_13_LNP_CR.czi,10,3360654,100667445,31150348,1214437,959889,937846,276591,57830.333333333336,31996.3,0.3613692453909269,0.2856256550064363,0.7722475517462001,0.2277524482537999,21,30
155,exp_13_LNP_CR.czi,11,3027925,74271041,21308998,699907,496210,537702,162205,36837.21052631579,17721.785714285714,0.2311507055161538,0.163877903184524,0.7682477814909695,0.2317522185090305,19,28
156,exp_14_cellonly_np.czi,0,182506,37434459,17628529,66771,42869,55353,11418,3179.5714285714284,1587.7407407407406,0.3658564649929317,0.2348909076961853,0.8289976187266928,0.1710023812733072,21,27
157,exp_14_cellonly_np.czi,1,239542,42260041,17434142,55078,22734,47194,7884,4589.833333333333,1420.875,0.2299304506099139,0.094906112498017,0.8568575474781219,0.143142452521878,12,16
158,exp_14_cellonly_np.czi,2,441682,31995739,18817827,102255,80225,80306,21949,4260.625,3085.576923076923,0.231512717294343,0.1816352036080256,0.7853503496161557,0.2146496503838443,24,26
159,exp_14_cellonly_np.czi,3,226451,79664821,31529291,99637,64702,82325,17312,4981.85,1578.0975609756097,0.4399936410084301,0.2857218559423451,0.8262492849042022,0.1737507150957977,20,41
160,exp_14_cellonly_np.czi,4,291128,53881916,20155633,74476,38781,60955,13521,6206.333333333333,2281.235294117647,0.255818746393339,0.1332094473908384,0.8184515817176004,0.1815484182823997,12,17
161,exp_14_cellonly_np.czi,5,406274,48236185,19810796,99102,58952,74549,24553,4719.142857142857,1842.25,0.2439289740421489,0.1451040430842239,0.7522451615507255,0.2477548384492744,21,32
162,exp_14_cellonly_np.czi,6,197404,44092224,20321831,58636,32758,49575,9061,4886.333333333333,2047.375,0.297035521063403,0.1659439525034953,0.8454703595061055,0.1545296404938945,12,16
163,exp_14_cellonly_np.czi,7,309582,84856209,31436352,126803,63103,108303,18500,7925.1875,2337.1481481481483,0.4095942270545445,0.2038329101821165,0.8541043981609268,0.1458956018390732,16,27
164,exp_14_cellonly_np.czi,8,387398,39238186,16657230,93201,47282,74602,18599,7169.307692307692,2149.181818181818,0.240582037078147,0.1220501912761552,0.8004420553427538,0.1995579446572461,13,22
165,exp_14_cellonly_np.czi,9,256113,85996323,33414310,113144,76688,93630,19514,5142.909090909091,2644.4137931034484,0.4417737483064116,0.2994303295810833,0.8275295199038394,0.1724704800961606,22,29
166,exp_14_cellonly_np.czi,10,397264,119011028,28465413,140012,75209,119423,20589,8236.0,3008.36,0.3524406943493495,0.1893174312296105,0.8529483187155387,0.1470516812844613,17,25
167,exp_14_cellonly_np.czi,11,473377,72471388,18704595,112612,59377,91726,20886,7038.25,2474.0416666666665,0.2378907297988706,0.1254327945802183,0.8145313110503322,0.1854686889496679,16,24
168,exp_15_LNP_np.czi,0,2483121,37767153,38916643,1001392,916140,801057,200335,41724.666666666664,36645.6,0.4032795824287258,0.368946982446687,0.7999434786776807,0.2000565213223193,24,25
169,exp_15_LNP_np.czi,1,1911283,38086752,30407631,490698,375002,345087,145611,28864.58823529412,19736.947368421053,0.2567374899478518,0.1962043297617359,0.7032574006822934,0.2967425993177066,17,19
170,exp_15_LNP_np.czi,2,1583479,42109914,29376097,382206,284776,317650,64556,20116.105263157893,11391.04,0.2413710570206488,0.1798419808535509,0.8310963197856653,0.1689036802143347,19,25
171,exp_15_LNP_np.czi,3,2371876,58230881,35977085,783818,729935,601008,182810,32659.083333333332,26069.10714285714,0.3304633125846376,0.3077458518067555,0.7667698368753971,0.2332301631246029,24,28
172,exp_15_LNP_np.czi,4,2304144,51340756,34772820,745292,412105,597574,147718,41405.11111111111,18732.045454545456,0.3234572144796506,0.1788538389961738,0.8017984897194657,0.1982015102805343,18,22
173,exp_15_LNP_np.czi,5,2454632,77534731,37384469,967809,741325,782346,185463,37223.42307692308,29653.0,0.3942786535822885,0.3020106476245726,0.8083681800851201,0.1916318199148799,26,25
174,exp_15_LNP_np.czi,6,2420797,115612904,32123994,1008445,548506,878849,129596,53076.05263157895,17693.74193548387,0.4165756153861724,0.2265807500587616,0.8714892730887653,0.1285107269112346,19,31
175,exp_15_LNP_np.czi,7,2518859,106264574,40285982,975086,506568,867547,107539,75006.61538461539,23025.81818181818,0.3871141655805267,0.201110105805843,0.8897133175945506,0.1102866824054493,13,22
176,exp_15_LNP_np.czi,8,2396698,72171285,20556692,576951,236007,491471,85480,38463.4,13882.764705882351,0.2407274508511293,0.0984717306894736,0.8518418375217306,0.1481581624782693,15,17
177,exp_15_LNP_np.czi,9,2664995,66377649,26926900,1085243,792926,908533,176710,72349.53333333334,33038.583333333336,0.4072214019163263,0.297533766479862,0.8371701084457582,0.1628298915542417,15,24
178,exp_15_LNP_np.czi,10,2898275,101842953,25024720,1069311,614980,903518,165793,76379.35714285714,27953.636363636364,0.3689473911205803,0.2121882844105545,0.8449534326309184,0.1550465673690816,14,22
179,exp_15_LNP_np.czi,11,2913132,62312010,21585386,858407,511707,730756,127651,57227.13333333333,25585.35,0.2946680754596771,0.1756552741173417,0.851293151150911,0.148706848849089,15,20
180,exp_16_LNP_VTN.czi,0,3421435,15941866,30114100,1398247,1031908,1014736,383511,82249.82352941176,57328.22222222222,0.4086726768154298,0.3016009364491799,0.7257201338533178,0.2742798661466822,17,18
181,exp_16_LNP_VTN.czi,1,3336859,13180034,30679783,865957,1184449,471826,394131,50938.64705882353,91111.46153846152,0.2595126135086918,0.3549592595911304,0.5448607725325854,0.4551392274674146,17,13
182,exp_16_LNP_VTN.czi,2,2217331,8645733,17503954,413264,522289,255039,158225,25829.0,34819.26666666667,0.1863790295630197,0.2355485040348058,0.6171333578535755,0.3828666421464246,16,15
183,exp_16_LNP_VTN.czi,3,5098034,26131153,21709260,3033856,1589566,2301769,732087,178462.11764705885,83661.36842105263,0.5951031319132042,0.3117998036105683,0.7586942162053835,0.2413057837946164,17,19
184,exp_16_LNP_VTN.czi,4,5234830,31507188,18373925,2639806,1288645,2009163,630643,219983.83333333337,92046.07142857143,0.5042773117751674,0.2461674973208299,0.7611025204124848,0.2388974795875151,12,14
185,exp_16_LNP_VTN.czi,5,4509301,28917338,20812069,2091239,1606922,1492946,598293,149374.2142857143,107128.13333333332,0.4637612348344012,0.3563572269848475,0.7139050103790145,0.2860949896209854,14,15
186,exp_16_LNP_VTN.czi,6,4679247,29511913,19406063,2529534,1375253,2131313,398221,229957.63636363635,85953.3125,0.540585696801216,0.293904767155912,0.8425713985263689,0.1574286014736311,11,16
187,exp_16_LNP_VTN.czi,7,3809626,22414954,11266812,1236486,623802,940999,295487,154560.75,62380.2,0.3245688684401041,0.1637436325770561,0.7610268130815877,0.2389731869184123,8,10
188,exp_16_LNP_VTN.czi,8,5058557,29207719,19702685,2430214,1286370,1826273,603941,135011.88888888888,61255.71428571428,0.4804164507783544,0.2542958397029034,0.7514864946050018,0.2485135053949981,18,21
189,exp_16_LNP_VTN.czi,9,3380500,13838661,13259924,1307046,650149,1047479,259567,130704.6,54179.083333333336,0.3866428043188877,0.1923233249519302,0.8014094377703616,0.1985905622296384,10,12
190,exp_16_LNP_VTN.czi,10,3353903,15336134,11011315,954875,703166,688474,266401,119359.375,100452.28571428572,0.2847056101503233,0.2096560335823665,0.7210095562246367,0.2789904437753632,8,7
191,exp_16_LNP_VTN.czi,11,3892680,14573562,17428865,1302508,891570,954631,347877,108542.33333333331,68582.30769230769,0.3346044370459426,0.229037578223743,0.7329175713316156,0.2670824286683844,12,13
192,exp_17_LNP_A2M.czi,0,2171148,52160845,25357096,553107,517259,406422,146685,32535.70588235294,24631.38095238095,0.2547532457483322,0.2382421649744743,0.7347981493635047,0.2652018506364952,17,21
193,exp_17_LNP_A2M.czi,1,2045953,36880173,18449037,465328,268950,395178,70150,42302.545454545456,22412.5,0.2274382647108706,0.1314546326333009,0.8492461231647355,0.1507538768352646,11,12
194,exp_17_LNP_A2M.czi,2,1827086,38327240,16149876,316972,169465,247443,69529,24382.46153846154,10591.5625,0.1734849919489285,0.0927515179909429,0.7806462400464395,0.2193537599535605,13,16
195,exp_17_LNP_A2M.czi,3,2965583,73180078,27993134,1495066,1136364,1357995,137071,93441.625,47348.5,0.504138983801836,0.3831840147451614,0.908317759884848,0.0916822401151521,16,24
196,exp_17_LNP_A2M.czi,4,2707305,92176950,33316553,961266,417882,846610,114656,64084.4,18994.636363636364,0.3550637996088361,0.1543534991439826,0.8807239619418559,0.1192760380581441,15,22
197,exp_17_LNP_A2M.czi,5,2631581,66305326,21552326,860809,391521,700816,159993,47822.72222222222,18643.85714285714,0.3271071648564114,0.1487778639532661,0.8141364692980673,0.1858635307019327,18,21
198,exp_17_LNP_A2M.czi,6,2015718,54768721,17384667,503798,264162,406991,96807,35985.57142857143,16510.125,0.2499347626999411,0.1310510696436704,0.8078456047860452,0.1921543952139548,14,16
199,exp_17_LNP_A2M.czi,7,2594029,73318837,25945185,981288,606537,851126,130162,70092.0,30326.85,0.3782872126718706,0.2338204391701095,0.8673559648135919,0.132644035186408,14,20
200,exp_17_LNP_A2M.czi,8,2559105,87329139,30689277,945385,550230,787639,157746,59086.5625,22009.2,0.3694201683791794,0.2150087628291922,0.833140995467455,0.1668590045325449,16,25
201,exp_17_LNP_A2M.czi,9,2215828,102050824,19710919,692179,279827,598030,94149,46145.26666666667,15545.944444444443,0.3123793904581041,0.1262855239666616,0.8639817157122652,0.1360182842877348,15,18
202,exp_17_LNP_A2M.czi,10,2840173,65599518,14519670,556745,228126,485054,71691,50613.181818181816,19010.5,0.1960250308695984,0.0803211635347565,0.8712318925181187,0.1287681074818813,11,12
203,exp_17_LNP_A2M.czi,11,3469626,80795171,16133637,739888,323255,621117,118771,61657.333333333336,19015.0,0.2132471914840389,0.0931671021602904,0.8394743528750297,0.1605256471249702,12,17
204,exp_18_LNP_CR.czi,0,3504238,45245681,16964187,458436,237549,387680,70756,45843.6,14846.8125,0.130823305951251,0.0677890599896468,0.8456578453699098,0.1543421546300901,10,16
205,exp_18_LNP_CR.czi,1,4607033,78199866,24535224,1077615,710254,945944,131671,63389.117647058825,30880.608695652172,0.2339065077241686,0.1541673350288569,0.8778125768479467,0.1221874231520533,17,23
206,exp_18_LNP_CR.czi,2,3271903,56925563,27033378,913533,549214,767437,146096,65252.357142857145,18938.41379310345,0.2792054043166928,0.1678576657070823,0.8400758374355387,0.1599241625644612,14,29
207,exp_18_LNP_CR.czi,3,3398369,87323378,22845114,759959,452909,613311,146648,39997.84210526316,18871.208333333332,0.2236246269901826,0.1332724609952597,0.8070316951309215,0.1929683048690784,19,24
208,exp_18_LNP_CR.czi,4,3987288,20062192,6504794,248757,150892,204896,43861,62189.25,37723.0,0.0623875175307126,0.0378432658990271,0.8236793336468924,0.1763206663531076,4,4
209,exp_18_LNP_CR.czi,5,3897686,40892714,17776273,889035,474098,717343,171692,63502.5,22576.095238095237,0.2280930275040113,0.1216357602946979,0.8068782443885786,0.1931217556114213,14,21
210,exp_18_LNP_CR.czi,6,2974672,52523505,23288683,416886,243693,351142,65744,29777.571428571428,14334.882352941177,0.1401451992017943,0.0819226455891607,0.842297414640933,0.1577025853590669,14,17
211,exp_18_LNP_CR.czi,7,5364561,44662590,23804523,515559,337421,380203,135356,46869.0,28118.416666666668,0.0961046020354694,0.0628981569973759,0.7374577885363266,0.2625422114636734,11,12
212,exp_18_LNP_CR.czi,8,3489386,47312881,32886433,922874,708990,760247,162627,41948.818181818184,29541.25,0.2644803412405506,0.2031847436769678,0.8237820114121754,0.1762179885878245,22,24
213,exp_18_LNP_CR.czi,9,3846929,71529981,25353175,1024360,534270,847737,176623,102436.0,29681.666666666668,0.2662799339421133,0.1388822096794612,0.8275772189464642,0.1724227810535358,10,18
214,exp_18_LNP_CR.czi,10,5889906,76253107,26070755,1200361,1001634,929270,271091,80024.06666666667,58919.64705882353,0.2037996871257368,0.1700594203031423,0.7741587739021845,0.2258412260978155,15,17
215,exp_18_LNP_CR.czi,11,4998175,86383844,23280660,843189,380046,686788,156401,49599.35294117647,19002.3,0.1686993752719742,0.0760369534880231,0.814512523289559,0.1854874767104409,17,20
